Pathway_ID,Pathway_Name,Genes
R-HSA-1169408,ISG15 antiviral mechanism,"AAAS,ARIH1,BECN1,EIF2AK2,EIF4A1,EIF4A2,EIF4A3,EIF4E,EIF4E2,EIF4E3,EIF4G1,EIF4G2,EIF4G3,FLNB,HERC5,IFIT1,IRF3,ISG15,JAK1,KPNA1,KPNA2,KPNA3,KPNA4,KPNA5,KPNA7,KPNB1,MAPK3,MX1,MX2,NDC1,NEDD4,NS,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PIN1,PLCG1,POM121,POM121C,PPM1B,RAE1,RANBP2,RIGI,RPS27A,SEC13,SEH1L,STAT1,TPR,TRIM25,UBA52,UBA7,UBB,UBC,UBE2E1,UBE2L6,UBE2N,USP18,gag"
R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,"AAAS,ABCE1,ACTB,ACTG1,ADAR,ARIH1,BECN1,CASP1,CDK1,CENPS,CENPX,CHUK,DHX9,DNAJC3,DUS2,EIF2AK2,EIF2S1,EIF2S2,EIF2S3,EIF4A1,EIF4A2,EIF4A3,EIF4E,EIF4E2,EIF4E3,EIF4G1,EIF4G2,EIF4G3,FAAP100,FAAP20,FAAP24,FANCA,FANCB,FANCC,FANCE,FANCF,FANCG,FANCL,FANCM,FLNA,FLNB,FNTA,FNTB,FURIN,GBP1,GBP2,GBP3,GBP4,GBP5,HERC5,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA8,Human respiratory syncytial virus A2, complete genome,IFIT1,IKBKB,IKBKG,ILF2,ILF3,IRF3,ISG15,JAK1,KPNA1,KPNA2,KPNA3,KPNA4,KPNA5,KPNA7,KPNB1,MAP2K6,MAPK3,MAPT,MAVS,MX1,MX2,N,NCK1,NDC1,NEDD4,NPM1,NS,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,OAS1,OAS2,OAS3,OASL,PDE12,PGGT1B,PIM1,PIN1,PLCG1,POM121,POM121C,PPM1B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PRKRA,PTPN2,RAE1,RANBP2,RIGI,RNASEL,RPS27A,SEC13,SEH1L,SFN,SNCA,SPHK1,STAT1,STAT3,SUMO1,TARBP2,TP53,TPR,TRIM25,TRS1,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,UBA52,UBA7,UBB,UBC,UBE2E1,UBE2I,UBE2L6,UBE2N,USP18,VP3,VTRNA2-1,gag,tat"
R-HSA-1170546,Prolactin receptor signaling,"BTRC,CSH1,CUL1,GH1,GH2,GHR,JAK2,PRL,PRLR,PTPN11,RBX1,SH2B1,SKP1,STAT5A,STAT5B"
R-HSA-1181150,Signaling by NODAL,"ACVR1B,ACVR1C,ACVR2A,ACVR2B,CER1,CFC1,CRIPTO,CRIPTO3,DAND5,DRAP1,FOXH1,FOXO3,FURIN,GDF1,LEFTY1,LEFTY2,MAPK1,MAPK3,NODAL,PCSK6,SMAD2,SMAD3,SMAD4"
R-HSA-1187000,Fertilization,"ACR,ADAM2,ADAM20,ADAM21,ADAM30,B4GALT1,CATSPER1,CATSPER2,CATSPER3,CATSPER4,CATSPERB,CATSPERD,CATSPERG,CD9,HVCN1,IZUMO1,IZUMO2,IZUMO3,IZUMO4,KCNU1,OVGP1,SPAM1,ZP1,ZP2,ZP3,ZP4"
R-HSA-1221632,Meiotic synapsis,"ACD,ATR,BRCA1,DIDO1,FKBP6,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-4,H4C1,HSPA2,LMNA,LMNB1,POT1,RAD21,REC8,SMC1A,SMC1B,SMC3,STAG1,STAG2,STAG3,SUN1,SUN2,SYCE1,SYCE2,SYCE3,SYCP1,SYCP2,SYCP3,SYNE1,SYNE2,TERF1,TERF2,TERF2IP,TEX12,TINF2,UBE2I"
R-HSA-1222499,Latent infection - Other responses of Mtb to phagocytosis,"LTF,MT2748,Rv2895c,adhE2,ahpC,ahpD,ahpE,bfr,bfrB,dlaT,fgd1,ggtA,glbN,irtA,irtB,katG,lpdC,msrA,oppA,oppB,oppC,oppD,secA1,secA2,secD,secE,secF,secG,secY,sodB,sodC,tpx,trx-2,trxA,trxB"
R-HSA-1222556,ROS and RNS production in phagocytes,"ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0D2,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1C2,ATP6V1D,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6V1G2,ATP6V1G3,ATP6V1H,CYBA,CYBB,HVCN1,LPO,MPO,NCF1,NCF2,NCF4,NOS1,NOS2,NOS3,RAC2,SLC11A1,TCIRG1"
R-HSA-1226099,Signaling by FGFR in disease,"BAG4,BCR,CEP43,CNTRL,CPSF6,CUX1,ERLIN2,FGF1,FGF10,FGF16,FGF17,FGF18,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR1OP2,FGFR2,FGFR3,FGFR4,FRS2,GAB1,GAB2,GRB2,GTF2F1,GTF2F2,HRAS,KRAS,LRRFIP1,MYO18A,NCBP1,NCBP2,NRAS,PIK3CA,PIK3R1,PLCG1,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,SOS1,STAT1,STAT3,STAT5A,STAT5B,TRIM24,ZMYM2"
R-HSA-1227986,Signaling by ERBB2,"AKT1,AKT2,AKT3,BTC,CDC37,CUL5,DIAPH1,EGF,EGFR,ERBB2,ERBB3,ERBB4,ERBIN,EREG,FYN,GAB1,GRB2,GRB7,HBEGF,HRAS,HSP90AA1,KRAS,MATK,MEMO1,NRAS,NRG1,NRG2,NRG3,NRG4,PIK3CA,PIK3R1,PLCG1,PRKCA,PRKCD,PRKCE,PTK6,PTPN12,PTPN18,RHOA,RNF41,RPS27A,SHC1,SOS1,SRC,STUB1,UBA52,UBB,UBC,USP8,YES1"
R-HSA-1227990,Signaling by ERBB2 in Cancer,"BTC,CDC37,EGF,EGFR,ERBB2,ERBB3,ERBB4,ERBIN,EREG,GAB1,GRB2,HBEGF,HRAS,HSP90AA1,KRAS,NRAS,NRG1,NRG2,NRG3,NRG4,PIK3CA,PIK3R1,PLCG1,PTPN12,SHC1,SOS1"
R-HSA-1234174,Cellular response to hypoxia,"ADRM1,AJUBA,ARNT,CA9,CITED2,CREBBP,CUL2,EGLN1,EGLN2,EGLN3,ELOB,ELOC,EP300,EPAS1,EPO,HIF1A,HIF1AN,HIF3A,HIGD1A,LIMD1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBX1,RPS27A,SEM1,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2D3,VEGFA,VHL,WTIP"
R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,"ADRM1,AJUBA,CUL2,EGLN1,EGLN2,EGLN3,ELOB,ELOC,EPAS1,HIF1A,HIF3A,LIMD1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBX1,RPS27A,SEM1,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2D3,VHL,WTIP"
R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,"CBL,CDC37,EGF,EGFR,GAB1,GRB2,HRAS,HSP90AA1,KRAS,NRAS,PIK3CA,PIK3R1,PLCG1,RPS27A,SHC1,SOS1,UBA52,UBB,UBC"
R-HSA-1236394,Signaling by ERBB4,"ADAM17,ADAP1,APH1A,APH1B,APOE,BTC,CSN2,CXCL12,DLG4,EGF,EGFR,ERBB3,ERBB4,EREG,ESR1,GABRA1,GABRB1,GABRB2,GABRB3,GABRG2,GABRG3,GABRQ,GFAP,GRB2,HBEGF,HRAS,ITCH,KRAS,MXD4,NCOR1,NCSTN,NEDD4,NRAS,NRG1,NRG2,NRG3,NRG4,PGR,PIK3CA,PIK3R1,PSEN1,PSEN2,PSENEN,RPS27A,S100B,SHC1,SOS1,SPARC,SRC,STAT5A,STMN1,TAB2,UBA52,UBB,UBC,WWOX,WWP1,YAP1"
R-HSA-1236974,ER-Phagosome pathway,"ADRM1,B2M,BTK,CALR,CD14,CD36,CHUK,FGA,FGB,FGG,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HLA-H,HMGB1,IKBKB,IKBKG,LY96,MYD88,PDIA3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PSME1,PSME2,RPS27A,S100A1,S100A8,S100A9,SEC22B,SEC61A1,SEC61A2,SEC61B,SEC61G,SEM1,SNAP23,STX4,TAP1,TAP2,TAPBP,TIRAP,TLR1,TLR2,TLR4,TLR6,UBA52,UBB,UBC,VAMP3,VAMP8,mip,porB"
R-HSA-1236975,Antigen processing-Cross presentation,"ADRM1,B2M,BTK,CALR,CD14,CD207,CD36,CHUK,CTSL,CTSS,CTSV,CYBA,CYBB,FCGR1A,FCGR1BP,FGA,FGB,FGG,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HLA-H,HMGB1,IKBKB,IKBKG,ITGAV,ITGB5,LNPEP,LY96,MRC1,MRC2,MYD88,NCF1,NCF2,NCF4,PDIA3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PSME1,PSME2,RPS27A,S100A1,S100A8,S100A9,SEC22B,SEC61A1,SEC61A2,SEC61B,SEC61G,SEM1,SNAP23,STX4,TAP1,TAP2,TAPBP,TIRAP,TLR1,TLR2,TLR4,TLR6,UBA52,UBB,UBC,VAMP3,VAMP8,mip,porB"
R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),"ADRM1,CD207,FCGR1A,FCGR1BP,MRC1,MRC2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB10,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PSME1,PSME2,SEM1"
R-HSA-1250196,SHC1 events in ERBB2 signaling,"BTC,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,GRB2,HBEGF,HRAS,KRAS,NRAS,NRG1,NRG2,NRG3,NRG4,PRKCA,PRKCD,PRKCE,PTPN12,SHC1,SOS1"
R-HSA-1251985,Nuclear signaling by ERBB4,"ADAM17,ADAP1,APH1A,APH1B,APOE,BTC,CSN2,CXCL12,ERBB4,EREG,ESR1,GFAP,HBEGF,MXD4,NCOR1,NCSTN,NRG1,NRG2,NRG3,NRG4,PGR,PSEN1,PSEN2,PSENEN,S100B,SPARC,SRC,STAT5A,STMN1,TAB2,WWOX,YAP1"
R-HSA-1257604,PIP3 activates AKT signaling,"ADRM1,AGO1,AGO2,AGO3,AGO4,AKT1,AKT1S1,AKT2,AKT3,AREG,ATF2,ATN1,BAD,BDNF,BMI1,BTC,CASP9,CBX2,CBX4,CBX6,CBX8,CD19,CD28,CD80,CD86,CDKN1A,CDKN1B,CHD3,CHD4,CHUK,CNOT6L,CREB1,CSNK2A1,CSNK2A2,CSNK2B,EED,EGF,EGFR,EGR1,EPGN,ERBB2,ERBB3,ERBB4,EREG,ESR1,ESR2,EZH2,FGF1,FGF10,FGF16,FGF17,FGF18,FGF19,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,FLT3,FLT3LG,FOXO1,FOXO3,FOXO4,FOXO6,FRK,FRS2,FYN,GAB1,GAB2,GATAD2A,GATAD2B,GRB2,GSK3A,GSK3B,HBEGF,HDAC1,HDAC2,HDAC3,HDAC5,HDAC7,HGF,ICOS,IER3,IL1RAP,IL1RL1,IL33,INS,INSR,IRAK1,IRAK4,IRS1,IRS2,JUN,KDM1A,KIT,KITLG,KL,KLB,LAMTOR1,LAMTOR2,LAMTOR3,LAMTOR4,LAMTOR5,LCK,M,MAF1,MAPK1,MAPK3,MAPKAP1,MBD3,MDM2,MECOM,MET,MIR106A,MIR106B,MIR17,MIR19A,MIR19B1,MIR19B2,MIR205,MIR20A,MIR20B,MIR21,MIR214,MIR22,MIR25,MIR26A1,MIR26A2,MIR93,MKRN1,MLST8,MOV10,MTA1,MTA2,MTA3,MTOR,MYD88,N,NEDD4,NR2E1,NR4A1,NRG1,NRG2,NRG3,NRG4,NTF3,NTF4,NTRK2,NTRK3,OTUD3,PDGFA,PDGFB,PDGFRA,PDGFRB,PDPK1,PHC1,PHC2,PHC3,PHLPP1,PHLPP2,PIK3AP1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PIK3R6,PIP4K2A,PIP4K2B,PIP4K2C,PIP5K1A,PIP5K1B,PIP5K1C,PML,PPARG,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PREX2,PRR5,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,PTENP1,PTPN11,RAC1,RAC2,RBBP4,RBBP7,RCOR1,REST,RHEB,RHOG,RICTOR,RING1,RNF146,RNF2,RPS27A,RPS6KB2,RPTOR,RRAGA,RRAGB,RRAGC,RRAGD,SALL4,SCMH1,SEM1,SGK1,SLC38A9,SNAI1,SNAI2,SRC,STRN,STUB1,SUZ12,TGFA,THEM4,TNKS,TNKS2,TNRC6A,TNRC6B,TNRC6C,TP53,TRAF6,TRAT1,TRIB3,TRIM27,TSC2,UBA52,UBB,UBC,USP13,USP7,VAPA,VAV1,WWP2,XIAP"
R-HSA-1266695,Interleukin-7 signaling,"BRWD1,CISH,CRLF2,H3C1,H3C15,HGF,IL2RG,IL7,IL7R,IRS1,IRS2,JAK1,JAK3,PIK3R1,PIK3R2,PIK3R3,RAG1,RAG2,SMARCA4,SOCS1,SOCS2,STAT3,STAT5A,STAT5B,TSLP"
R-HSA-1268020,Mitochondrial protein import,"ACO2,ATP5F1A,ATP5F1B,ATP5MC1,BCS1L,CHCHD10,CHCHD2,CHCHD3,CHCHD4,CHCHD5,CHCHD7,CMC2,CMC4,COA4,COA6,COQ2,COX17,COX19,CS,CYC1,DNAJC19,FXN,GFER,GRPEL1,GRPEL2,HSCB,HSPA9,HSPD1,IDH3G,LDHD,MTX1,MTX2,NDUFB8,OTC,PAM16,PITRM1,PMPCA,PMPCB,SAMM50,SLC25A12,SLC25A13,SLC25A4,SLC25A6,TAFAZZIN,TIMM10,TIMM10B,TIMM13,TIMM17A,TIMM17B,TIMM21,TIMM22,TIMM23,TIMM44,TIMM50,TIMM8A,TIMM8B,TIMM9,TOMM20,TOMM22,TOMM40,TOMM5,TOMM6,TOMM7,TOMM70,VDAC1"
R-HSA-1295596,Spry regulation of FGF signaling,"BRAF,CBL,GRB2,MAPK1,MAPK3,MKNK1,PPP2CA,PPP2CB,PPP2R1A,PTPN11,RPS27A,SPRY2,SRC,UBA52,UBB,UBC"
R-HSA-1296041,Activation of G protein gated Potassium channels,"GABBR1,GABBR2,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,KCNJ10,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ9"
R-HSA-1296065,Inwardly rectifying K+ channels,"ABCC8,ABCC9,GABBR1,GABBR2,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,KCNJ1,KCNJ10,KCNJ11,KCNJ12,KCNJ14,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ8,KCNJ9"
R-HSA-1296071,Potassium Channels,"ABCC8,ABCC9,GABBR1,GABBR2,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,HCN1,HCN2,HCN3,HCN4,KCNA1,KCNA10,KCNA2,KCNA3,KCNA4,KCNA5,KCNA6,KCNA7,KCNAB1,KCNAB2,KCNAB3,KCNB1,KCNB2,KCNC1,KCNC2,KCNC3,KCNC4,KCND1,KCND2,KCND3,KCNF1,KCNG1,KCNG2,KCNG3,KCNG4,KCNH1,KCNH2,KCNH3,KCNH4,KCNH5,KCNH6,KCNH7,KCNH8,KCNJ1,KCNJ10,KCNJ11,KCNJ12,KCNJ14,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ8,KCNJ9,KCNK1,KCNK10,KCNK13,KCNK16,KCNK17,KCNK18,KCNK2,KCNK3,KCNK4,KCNK6,KCNK7,KCNK9,KCNMA1,KCNMB1,KCNMB2,KCNMB3,KCNMB4,KCNN1,KCNN2,KCNN3,KCNN4,KCNQ1,KCNQ2,KCNQ3,KCNQ4,KCNQ5,KCNS1,KCNS2,KCNS3,KCNV1,KCNV2"
R-HSA-1296072,Voltage gated Potassium channels,"KCNA1,KCNA10,KCNA2,KCNA3,KCNA4,KCNA5,KCNA6,KCNA7,KCNAB1,KCNAB2,KCNAB3,KCNB1,KCNB2,KCNC1,KCNC2,KCNC3,KCNC4,KCND1,KCND2,KCND3,KCNF1,KCNG1,KCNG2,KCNG3,KCNG4,KCNH1,KCNH2,KCNH3,KCNH4,KCNH5,KCNH6,KCNH7,KCNH8,KCNQ1,KCNQ2,KCNQ3,KCNQ4,KCNQ5,KCNS1,KCNS2,KCNS3,KCNV1,KCNV2"
R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,"CDC25A,CDC6,E2F1,E2F4,E2F5,HDAC1,LIN37,LIN52,LIN54,LIN9,MAX,MYC,PCNA,RBBP4,RBL1,RBL2,TFDP1,TFDP2,TOP2A"
R-HSA-1362300,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,"CCNA2,CDK1,E2F1,E2F4,E2F5,HDAC1,LIN37,LIN52,LIN54,LIN9,MYBL2,RBBP4,RBL1,RBL2,TFDP1,TFDP2"
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian expression","AVP,BHLHE40,BHLHE41,BMAL1,BMAL2,CARM1,CHD9,CLOCK,CREBBP,F7,HELZ2,KLF15,MED1,NAMPT,NCOA1,NCOA2,NCOA6,NOCT,NPAS2,PPARA,RXRA,SERPINE1,SMARCD3,TBL1X,TBL1XR1,TGS1"
R-HSA-1369062,ABC transporters in lipid homeostasis,"ABCA10,ABCA12,ABCA2,ABCA3,ABCA5,ABCA6,ABCA7,ABCA9,ABCD1,ABCD2,ABCD3,ABCG1,ABCG4,ABCG5,ABCG8,APOA1,PEX19,PEX3"
R-HSA-139853,Elevation of cytosolic Ca2+ levels,"ITPR1,ITPR2,ITPR3,ORAI1,ORAI2,P2RX1,P2RX2,P2RX3,P2RX4,P2RX5,P2RX6,P2RX7,STIM1,TRPC3,TRPC6,TRPC7"
R-HSA-140534,Caspase activation via Death Receptors in the presence of ligand,"CASP8,CD14,CFLAR,FADD,FAS,FASLG,LY96,MC159L,ORF71,RIPK1,TICAM1,TICAM2,TLR4,TNFRSF10A,TNFRSF10B,TNFSF10,TRADD,TRAF2"
R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,"ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,BUB1B,BUB3,CDC16,CDC20,CDC23,CDC26,CDC27,MAD2L1,UBE2C,UBE2D1,UBE2E1,UBE2S"
R-HSA-141424,Amplification of signal from the kinetochores,"AHCTF1,AURKB,B9D2,BIRC5,BUB1,BUB1B,BUB3,CDC20,CDCA8,CENPA,CENPC,CENPE,CENPF,CENPH,CENPI,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPS,CENPT,CENPU,CKAP5,CLASP1,CLASP2,CLIP1,DSN1,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,ERCC6L,INCENP,ITGB3BP,KIF18A,KIF2A,KIF2B,KIF2C,KNL1,KNTC1,MAD1L1,MAD2L1,MAPRE1,MIS12,NDC80,NDE1,NDEL1,NSL1,NUDC,NUF2,NUP107,NUP133,NUP160,NUP37,NUP43,NUP85,NUP98,PAFAH1B1,PLK1,PMF1,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,RANBP2,RANGAP1,RCC2,RPS27,SEC13,SEH1L,SGO1,SGO2,SKA1,SKA2,SPC24,SPC25,SPDL1,TAOK1,XPO1,ZW10,ZWILCH,ZWINT"
R-HSA-1428517,Aerobic respiration and respiratory electron transport,"ACAD9,ACAT1,ACO2,ADHFE1,ARMC8,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MF,ATP5MG,ATP5MJ,ATP5MK,ATP5PB,ATP5PD,ATP5PF,ATP5PO,BCS1L,CMC1,COA1,COA3,COA5,COQ10A,COQ10B,COX11,COX14,COX15,COX16,COX17,COX18,COX19,COX20,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6A2,COX6B1,COX6B2,COX6C,COX7A1,COX7A2,COX7A2L,COX7B,COX7C,COX8A,COX8C,COXFA4,CS,CSKMT,CYC1,CYCS,D2HGDH,DLAT,DLD,DLST,DMAC1,DMAC2,DMAC2L,ECSIT,ETFA,ETFB,ETFDH,FAHD1,FH,FOXRED1,FXN,GID4,GID8,GLO1,GOT1,GOT2,GPT,GSTZ1,HAGH,HCCS,HIGD1A,HIGD1C,HIGD2A,HSCB,HSPA9,IDH2,IDH3A,IDH3B,IDH3G,ISCA1,ISCA2,ISCU,KGD4,L2HGDH,LDHA,LDHAL6A,LDHAL6B,LDHB,LDHC,LETM1,LYRM2,LYRM4,LYRM7,MAEA,MDH1,MDH2,ME1,ME2,ME3,MKLN1,MPC1,MPC1L,MPC2,MT-ATP6,MT-ATP8,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFAF1,NDUFAF2,NDUFAF3,NDUFAF4,NDUFAF5,NDUFAF6,NDUFAF7,NDUFAF8,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NEK1,NFS1,NNT,NUBPL,OGDH,OXA1L,PC,PDHA1,PDHA2,PDHB,PDHX,PDK1,PDK2,PDK3,PDK4,PDP1,PDP2,PDPR,PET100,PET117,PGAM5,PKLR,PKM,PM20D1,PNKD,PYURF,RAB5IF,RANBP9,RMND5A,RMND5B,RPS27A,SCO1,SCO2,SDHA,SDHAF1,SDHAF2,SDHAF3,SDHAF4,SDHB,SDHC,SDHD,SFXN4,SIRT3,SIRT4,SLC25A11,SLC25A12,SLC25A13,SLC25A14,SLC25A18,SLC25A22,SLC25A27,SLC25A4,SMIM20,SUCLA2,SUCLG1,SUCLG2,SURF1,TACO1,TIMM21,TIMMDC1,TMEM126A,TMEM126B,TMEM177,TMEM186,TMEM223,TRAP1,TTC19,UBA52,UBB,UBC,UCP1,UCP2,UCP3,UQCC1,UQCC2,UQCC3,UQCC5,UQCC6,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRHL,UQCRQ,VDAC1,WDR26"
R-HSA-1433557,Signaling by SCF-KIT,"CBL,CHEK1,CMA1,FER,FES,FYN,GAB2,GRAP,GRAP2,GRB10,GRB2,GRB7,HRAS,JAK2,KIT,KITLG,KRAS,LCK,LYN,MMP9,NRAS,PIK3CA,PIK3R1,PIK3R2,PIK3R3,PRKCA,PTPN11,PTPN6,PTPRU,RAC1,SH2B2,SH2B3,SOCS1,SOCS6,SOS1,SRC,STAT1,STAT3,STAT5A,STAT5B,TEC,VAV1,YES1"
R-HSA-1433559,Regulation of KIT signaling,"CBL,FYN,GRB2,KIT,KITLG,LCK,LYN,PRKCA,PTPN6,SH2B2,SH2B3,SOCS1,SOCS6,SOS1,SRC,YES1"
